review_text,sentiment,product_category,feature_mentioned,rating
"This headphones is alright. If you don’t expect much from the comfort, it’s fine.",neutral,headphones,comfort,3
Expected more from this smartwatch. The display is subpar at best.,negative,smartwatch,display,2
Disappointed with the camera. Poor image quality and unhelpful customer service.,negative,camera,image quality,2
I’ve had nothing but trouble with this headphones. Worst experience I've had with sound quality.,negative,headphones,sound quality,2
Very happy with my new laptop. Highly recommend it to anyone needing reliable build quality.,positive,laptop,build quality,4
Decent headphones. It gets the job done though the comfort could be better.,neutral,headphones,comfort,4
"Not the best, not the worst. The smartphone's performance is sufficient for everyday use.",neutral,smartphone,performance,2
Expected more from this headphones. The sound quality is subpar at best.,negative,headphones,sound quality,2
This laptop was a big letdown. The performance doesn’t work as advertised.,negative,laptop,performance,2
I’ve had nothing but trouble with this smartphone. Worst experience I've had with performance.,negative,smartphone,performance,2
"An average experience with this camera. Not bad, not great — the battery is acceptable.",neutral,camera,battery,2
"An average experience with this laptop. Not bad, not great — the keyboard is acceptable.",neutral,laptop,keyboard,3
"Not the best, not the worst. The camera's image quality is sufficient for everyday use.",neutral,camera,image quality,2
The camera works fine. The lens options is okay but nothing exceptional.,neutral,camera,lens options,3
"An average experience with this camera. Not bad, not great — the lens options is acceptable.",neutral,camera,lens options,4
A great buy! Everything from packaging to features screams quality.,positive,smartwatch,features,4
The tablet works fine. The response time is okay but nothing exceptional.,neutral,tablet,response time,3
Very happy with my new camera. Highly recommend it to anyone needing reliable image quality.,positive,camera,image quality,5
Terrible headphones. The comfort failed within a week. Don’t waste your money.,negative,headphones,comfort,2
Best headphones I've used in a while. The comfort really stands out!,positive,headphones,comfort,5
Absolutely love this smartphone! The performance is top-notch and the experience so far has been seamless.,positive,smartphone,performance,5
Best headphones I've used in a while. The connectivity really stands out!,positive,headphones,connectivity,5
Terrible smartwatch. The display failed within a week. Don’t waste your money.,negative,smartwatch,display,2
It’s a usable laptop. The build quality meets minimum expectations.,neutral,laptop,build quality,2
Best smartphone I've used in a while. The screen really stands out!,positive,smartphone,screen,5
Decent laptop. It gets the job done though the performance could be better.,neutral,laptop,performance,3
I’ve had nothing but trouble with this camera. Worst experience I've had with autofocus.,negative,camera,autofocus,1
Expected more from this headphones. The sound quality is subpar at best.,negative,headphones,sound quality,2
Decent laptop. It gets the job done though the keyboard could be better.,neutral,laptop,keyboard,3
Regret buying this camera. The lens options is awful and it’s buggy.,negative,camera,lens options,2
The laptop works fine. The performance is okay but nothing exceptional.,neutral,laptop,performance,2
I’ve had nothing but trouble with this smartphone. Worst experience I've had with screen.,negative,smartphone,screen,2
"This smartphone blew me away. Smooth user experience, and excellent performance.",positive,smartphone,performance,4
A great buy! Everything from packaging to sound quality screams quality.,positive,headphones,sound quality,4
It’s a usable camera. The autofocus meets minimum expectations.,neutral,camera,autofocus,4
Absolutely love this laptop! The build quality is top-notch and the experience so far has been seamless.,positive,laptop,build quality,5
Impressed with the headphones. Great connectivity and solid performance.,positive,headphones,connectivity,4
It’s a usable tablet. The display meets minimum expectations.,neutral,tablet,display,4
"This headphones is alright. If you don’t expect much from the sound quality, it’s fine.",neutral,headphones,sound quality,4
Regret buying this headphones. The sound quality is awful and it’s buggy.,negative,headphones,sound quality,1
Absolutely love this laptop! The keyboard is top-notch and the experience so far has been seamless.,positive,laptop,keyboard,4
Expected more from this smartwatch. The battery is subpar at best.,negative,smartwatch,battery,2
Expected more from this camera. The image quality is subpar at best.,negative,camera,image quality,2
Very happy with my new tablet. Highly recommend it to anyone needing reliable portability.,positive,tablet,portability,4
The headphones works fine. The sound quality is okay but nothing exceptional.,neutral,headphones,sound quality,2
Decent headphones. It gets the job done though the connectivity could be better.,neutral,headphones,connectivity,3
Expected more from this tablet. The display is subpar at best.,negative,tablet,display,1
"An average experience with this smartphone. Not bad, not great — the performance is acceptable.",neutral,smartphone,performance,4
Terrible camera. The image quality failed within a week. Don’t waste your money.,negative,camera,image quality,1
The smartwatch works fine. The battery is okay but nothing exceptional.,neutral,smartwatch,battery,2
Very happy with my new tablet. Highly recommend it to anyone needing reliable response time.,positive,tablet,response time,4
